symbol,pullback_type,entry_rule,don_break_len,regime_up,trades,win_rate_pct,profit_factor,avg_pnl,median_pnl,avg_pnl_R,median_pnl_R
ALICEUSDT,retest,close_above_break,20,True,2.0,50.0,1.3407037080190218,1.7556766935848058,1.7556766935848058,0.17556766935848056,0.17556766935848056
ALTUSDT,retest,close_above_break,20,True,2.0,0.0,0.0,-5.1074070831403375,-5.1074070831403375,-0.5107407083140336,-0.5107407083140336
ALUUSDT,retest,close_above_break,20,True,1.0,0.0,0.0,-10.125378394644244,-10.125378394644244,-1.0125378394644244,-1.0125378394644244
ANIMEUSDT,retest,close_above_break,20,True,4.0,25.0,1.2958334870458843,2.2669794997038646,-10.187187502686143,0.22669794997038634,-1.0187187502686144
ANKRUSDT,retest,close_above_break,20,True,6.0,16.666666666666664,0.7642395621473892,-2.0240818288391607,-10.261813014035468,-0.20240818288391602,-1.0261813014035468
APEUSDT,retest,close_above_break,20,True,4.0,50.0,2.670205109716121,8.68228971165842,2.7694861182018222,0.868228971165842,0.2769486118201824
API3USDT,retest,close_above_break,20,True,5.0,60.0,4.373182372475045,13.737834641875793,9.844621424411148,1.3737834641875797,0.9844621424411149
APTUSDT,retest,close_above_break,20,True,2.0,0.0,0.0,-5.770059578527319,-5.770059578527319,-0.5770059578527319,-0.5770059578527319
ARBUSDT,retest,close_above_break,20,True,3.0,66.66666666666666,2.8967856949323973,6.510165708023884,14.380594274665158,0.6510165708023885,1.438059427466516
ARCUSDT,retest,close_above_break,20,True,2.0,50.0,3.9319737278726583,14.85124284479636,14.85124284479636,1.4851242844796366,1.4851242844796366
ARKMUSDT,retest,close_above_break,20,True,2.0,50.0,1.3901543027523857,1.9945721887513956,1.9945721887513956,0.19945721887513956,0.19945721887513956
